"logFC","AveExpr","t","P.Value","adj.P.Val","B","Status"
-0.235269656863132,8.49221748296262,-4.3427411974172,3.17663993478294e-05,0.00012017838313543,1.32438738534546,"Not Significant"
0.286912269983816,8.22774613619626,4.34254754607897,3.1790252647119e-05,0.000120248209087719,1.32366739599402,"Not Significant"
0.196372768149537,7.77263076048598,4.34145443362554,3.19252223295395e-05,0.000120721837733897,1.31960366263154,"Not Significant"
-0.250118960298034,6.89548328429907,-4.34144570655496,3.19263021032112e-05,0.000120721837733897,1.31957122193788,"Not Significant"
-0.209309050034133,7.00466584170093,-4.34056312776234,3.20356827163862e-05,0.000121114882587247,1.3162906935315,"Not Significant"
-0.362064337520419,9.81506415741121,-4.34024286014209,3.20754636159672e-05,0.000121244708355318,1.31510038084661,"Not Significant"
0.419107188158334,9.05607826629907,4.3400737661437,3.20964862110609e-05,0.000121303596038173,1.31447194779797,"Not Significant"
0.287667334244892,5.71323678579439,4.33722179615015,3.24530629303133e-05,0.000122630422465011,1.30387527541739,"Not Significant"
-0.286573555026393,7.79993249346729,-4.33659445965034,3.25320080413101e-05,0.000122907889993983,1.30154502465354,"Not Significant"
-0.423919696564752,7.54298563057009,-4.33629019809617,3.25703634154547e-05,0.000123031938970432,1.30041492594395,"Not Significant"
-0.343680289994019,8.89354859821495,-4.33554387315013,3.26646300607681e-05,0.000123367110448152,1.29764313636559,"Not Significant"
0.440910144743134,7.49229668926168,4.33421533849425,3.28330848738449e-05,0.000123982313208589,1.29270989811509,"Not Significant"
0.267210917035184,9.14828888237383,4.33356087948833,3.2916375889918e-05,0.000124275771595229,1.29028009119922,"Not Significant"
0.276424986893734,6.98950374015888,4.33263353207956,3.30347451070848e-05,0.000124701545861625,1.28683757486396,"Not Significant"
-0.295681439662221,10.0135216869252,-4.33227831238582,3.30801948372253e-05,0.000124814324204546,1.28551905902305,"Not Significant"
0.446738451712872,5.25144188276635,4.33227504727324,3.3080612881759e-05,0.000124814324204546,1.28550693982641,"Not Significant"
0.435938249205482,7.8102429421028,4.3322687024647,3.3081425245795e-05,0.000124814324204546,1.28548338966681,"Not Significant"
-0.257308152607326,8.64133866426168,-4.33106000772171,3.32365326396681e-05,0.000125378306553195,1.28099749468836,"Not Significant"
0.214247883942998,7.63774538236449,4.33068944091084,3.32842262329738e-05,0.000125536969050331,1.27962236625546,"Not Significant"
0.689200682058752,7.05746263195327,4.33050827909626,3.33075665415701e-05,0.000125603740945305,1.27895012690478,"Not Significant"
0.159364174879307,4.84045105009346,4.32951188747346,3.34362204497059e-05,0.000126067563499289,1.27525315825812,"Not Significant"
-0.280095745790648,6.73292268490654,-4.32880456283038,3.35278403668087e-05,0.000126391620181627,1.27262909482186,"Not Significant"
0.279409258117516,11.294524916729,4.32871611930884,3.35393134653887e-05,0.000126413484768142,1.27230100446842,"Not Significant"
-0.659428124598179,10.6656250628224,-4.32835950725392,3.35856123728476e-05,0.000126566582192485,1.27097816320395,"Not Significant"
-0.258449348696699,9.49053509500935,-4.32729829182523,3.37237542267169e-05,0.000127065677280002,1.26704207179022,"Not Significant"
